"Evaluation Overview, all Databases, Test Series LARGE"
QueryScenario,Phase,"sqlite4java","SQLite-Xerial","PostgreSQL","Virtuoso","MongoDB"
CONDITIONAL_TABLE_SCAN_ALL_STUDIES,Query,"10352.71","10205.19","10108.08","10352.71"
CONDITIONAL_TABLE_SCAN_ALL_BIBLIOGRAPHIC_RESOURCES,Prepare,"0.00"
CONDITIONAL_TABLE_SCAN_ALL_BIBLIOGRAPHIC_RESOURCES,Query,"29900.74","29403.51","29160.27","29900.74"
CONDITIONAL_TABLE_SCAN_ALL_BIBLIOGRAPHIC_RESOURCES_AND_STUDIES,Prepare,"0.00"
CONDITIONAL_TABLE_SCAN_ALL_BIBLIOGRAPHIC_RESOURCES_AND_STUDIES,Query,"10160.21","10084.06","10146.96","10160.21"
GRAPH_LIKE_RELATED_BY_DCTERMS_SUBJECTS_1HOP_ONE_ENTITY,Prepare,"7303.20"
GRAPH_LIKE_RELATED_BY_DCTERMS_SUBJECTS_1HOP_ONE_ENTITY,Query,"18153.86","17971.03","17780.34","18153.86"
GRAPH_LIKE_RELATED_BY_DCTERMS_SUBJECTS_1HOP_10_ENTITIES,Prepare,"7379.75"
GRAPH_LIKE_RELATED_BY_DCTERMS_SUBJECTS_1HOP_10_ENTITIES,Query,"215733.91","206519.49","207237.11","215733.91"
GRAPH_LIKE_RELATED_BY_DCTERMS_SUBJECTS_1HOP_100_ENTITIES,Prepare,"6839.11"
GRAPH_LIKE_RELATED_BY_DCTERMS_SUBJECTS_1HOP_100_ENTITIES,Query,"1946898.59","1814281.82","1777412.59","1946898.59"
SCHEMA_CHANGE_INTRODUCE_NEW_PROPERTY,Prepare,"0.00"
SCHEMA_CHANGE_INTRODUCE_NEW_PROPERTY,Query,"45648.67"
SCHEMA_CHANGE_INTRODUCE_STRING_OP,Prepare,"0.00"
SCHEMA_CHANGE_INTRODUCE_STRING_OP,Query,"617509.82"
SCHEMA_CHANGE_MIGRATE_RDF_TYPE,Prepare,"0.00"
SCHEMA_CHANGE_MIGRATE_RDF_TYPE,Query,"169424.66"
SCHEMA_CHANGE_REMOVE_RDF_TYPE,Prepare,"0.00"
SCHEMA_CHANGE_REMOVE_RDF_TYPE,Query,"43014.13"
UPDATE_LOW_SELECTIVITY_PAPER_MEDIUM,Prepare,"0.00"
UPDATE_LOW_SELECTIVITY_PAPER_MEDIUM,Query,"30071.94"
UPDATE_HIGH_SELECTIVITY_NON_ISSUED,Prepare,"0.00"
UPDATE_HIGH_SELECTIVITY_NON_ISSUED,Query,"9358.86"
DELETE_LOW_SELECTIVITY_PAPER_MEDIUM,Prepare,"0.00"
DELETE_LOW_SELECTIVITY_PAPER_MEDIUM,Query,"35961.72"
DELETE_HIGH_SELECTIVIY_NON_ISSUED,Prepare,"0.00"
DELETE_HIGH_SELECTIVIY_NON_ISSUED,Query,"2821.43"

Verify Results
QueryScenario,"sqlite4java","SQLite-Xerial","PostgreSQL","Virtuoso","MongoDB"
ENTITY_RETRIEVAL_BY_ID_ONE_ENTITY,"-13672193","-13672193","-1631735825","1821908203","1248153376"
ENTITY_RETRIEVAL_BY_ID_TEN_ENTITIES,"299294470","299294470","-1704601671","-754290544","-365507961"
ENTITY_RETRIEVAL_BY_ID_100_ENTITIES,"-1410192993","-1410192993","1290241298","-1643704926","-2020231810"
AGGREGATE_PUBLICATIONS_PER_PUBLISHER_TOP10,"-772380906","-772380906","1095708964","-318234811","1002209834"
AGGREGATE_PUBLICATIONS_PER_PUBLISHER_TOP100,"-870070201","-870070201","-1509065022","-1234297414","904520539"
AGGREGATE_PUBLICATIONS_PER_PUBLISHER_ALL,"-590451821","-590451821","-1598586606","1176114115",""
AGGREGATE_ISSUES_PER_DECADE_TOP10,"258415476","258415476","258415476","-641672479","-1501063400"
AGGREGATE_ISSUES_PER_DECADE_TOP100,"2101314446","2101314446","2101314446","1019514728","-2118916963"
AGGREGATE_ISSUES_PER_DECADE_ALL,"-1361778124","-1361778124","-1361778124","1019514728","1967337086"
CONDITIONAL_TABLE_SCAN_ALL_STUDIES,"-109377809","-109377809","-1980786097","-2025724649","1740882618"
CONDITIONAL_TABLE_SCAN_ALL_BIBLIOGRAPHIC_RESOURCES,"1108454965","1108454965","1974231731","128186041","1210328302"
CONDITIONAL_TABLE_SCAN_ALL_BIBLIOGRAPHIC_RESOURCES_AND_STUDIES,"72716563","72716563","-459257711","-1721816936","-87385924"
GRAPH_LIKE_RELATED_BY_DCTERMS_SUBJECTS_1HOP_ONE_ENTITY,"1155101868","1155101868","291629040","-7219016","-439645692"
GRAPH_LIKE_RELATED_BY_DCTERMS_SUBJECTS_1HOP_10_ENTITIES,"1155101868","1155101868","1597392381","-2024960072","-439645692"
GRAPH_LIKE_RELATED_BY_DCTERMS_SUBJECTS_1HOP_100_ENTITIES,"1155101868","1155101868","291629040","-7219016","-439645692"
SCHEMA_CHANGE_INTRODUCE_NEW_PROPERTY,"1861437711","1861437711","1861437711","","1833456590"
SCHEMA_CHANGE_INTRODUCE_STRING_OP,"1861437711","1861437711","1861437711","","1833456590"
SCHEMA_CHANGE_MIGRATE_RDF_TYPE,"1861437711","1861437711","1861437711","","1833456590"
SCHEMA_CHANGE_REMOVE_RDF_TYPE,"1861437711","1861437711","1861437711","","1833456590"
UPDATE_LOW_SELECTIVITY_PAPER_MEDIUM,"1861437711","1861437711","1861437711","","1833456590"
UPDATE_HIGH_SELECTIVITY_NON_ISSUED,"1861437711","1861437711","1861437711","1334516554","1833456590"
DELETE_LOW_SELECTIVITY_PAPER_MEDIUM,"1861437711","1861437711","1861437711","1334516554","1833456590"
DELETE_HIGH_SELECTIVIY_NON_ISSUED,"1861437711","1861437711","1861437711","","1833456590"

